England and Wales Code,England and Wales,Tenure of household (5 categories) Code,Tenure of household (5 categories),Household size (5 categories) Code,Household size (5 categories),Household composition (15 categories) Code,Household composition (15 categories),National Statistics Socio-economic Classification (NS-SeC) (10 categories) Code,National Statistics Socio-economic Classification (NS-SeC) (10 categories),Observation
K04000001,England and Wales,-8,Does not apply,3,3 people in household,12,Other household types: Other related household: Other family composition,4,L8 and L9: Small employers and own account workers,0
K04000001,England and Wales,-8,Does not apply,3,3 people in household,12,Other household types: Other related household: Other family composition,5,L10 and L11: Lower supervisory and technical occupations,0
K04000001,England and Wales,-8,Does not apply,3,3 people in household,12,Other household types: Other related household: Other family composition,6,L12: Semi-routine occupations,0
K04000001,England and Wales,-8,Does not apply,3,3 people in household,12,Other household types: Other related household: Other family composition,7,L13: Routine occupations,0
K04000001,England and Wales,-8,Does not apply,3,3 people in household,12,Other household types: Other related household: Other family composition,8,L14.1 and L14.2: Never worked and long-term unemployed,0
K04000001,England and Wales,-8,Does not apply,3,3 people in household,12,Other household types: Other related household: Other family composition,9,L15: Full-time students,0
K04000001,England and Wales,-8,Does not apply,3,3 people in household,13,Other household types: With dependent children,-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,3,3 people in household,13,Other household types: With dependent children,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
K04000001,England and Wales,-8,Does not apply,3,3 people in household,13,Other household types: With dependent children,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
K04000001,England and Wales,-8,Does not apply,3,3 people in household,13,Other household types: With dependent children,3,L7: Intermediate occupations,0
K04000001,England and Wales,-8,Does not apply,3,3 people in household,13,Other household types: With dependent children,4,L8 and L9: Small employers and own account workers,0
K04000001,England and Wales,-8,Does not apply,3,3 people in household,13,Other household types: With dependent children,5,L10 and L11: Lower supervisory and technical occupations,0
K04000001,England and Wales,-8,Does not apply,3,3 people in household,13,Other household types: With dependent children,6,L12: Semi-routine occupations,0
K04000001,England and Wales,-8,Does not apply,3,3 people in household,13,Other household types: With dependent children,7,L13: Routine occupations,0
K04000001,England and Wales,-8,Does not apply,3,3 people in household,13,Other household types: With dependent children,8,L14.1 and L14.2: Never worked and long-term unemployed,0
K04000001,England and Wales,-8,Does not apply,3,3 people in household,13,Other household types: With dependent children,9,L15: Full-time students,0
K04000001,England and Wales,-8,Does not apply,3,3 people in household,14,"Other household types: Other, including all full-time students and all aged 66 years and over",-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,3,3 people in household,14,"Other household types: Other, including all full-time students and all aged 66 years and over",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
K04000001,England and Wales,-8,Does not apply,3,3 people in household,14,"Other household types: Other, including all full-time students and all aged 66 years and over",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
K04000001,England and Wales,-8,Does not apply,3,3 people in household,14,"Other household types: Other, including all full-time students and all aged 66 years and over",3,L7: Intermediate occupations,0
K04000001,England and Wales,-8,Does not apply,3,3 people in household,14,"Other household types: Other, including all full-time students and all aged 66 years and over",4,L8 and L9: Small employers and own account workers,0
K04000001,England and Wales,-8,Does not apply,3,3 people in household,14,"Other household types: Other, including all full-time students and all aged 66 years and over",5,L10 and L11: Lower supervisory and technical occupations,0
K04000001,England and Wales,-8,Does not apply,3,3 people in household,14,"Other household types: Other, including all full-time students and all aged 66 years and over",6,L12: Semi-routine occupations,0
K04000001,England and Wales,-8,Does not apply,3,3 people in household,14,"Other household types: Other, including all full-time students and all aged 66 years and over",7,L13: Routine occupations,0
K04000001,England and Wales,-8,Does not apply,3,3 people in household,14,"Other household types: Other, including all full-time students and all aged 66 years and over",8,L14.1 and L14.2: Never worked and long-term unemployed,0
K04000001,England and Wales,-8,Does not apply,3,3 people in household,14,"Other household types: Other, including all full-time students and all aged 66 years and over",9,L15: Full-time students,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,-8,Does not apply,-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,-8,Does not apply,3,L7: Intermediate occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,-8,Does not apply,6,L12: Semi-routine occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,-8,Does not apply,7,L13: Routine occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,-8,Does not apply,9,L15: Full-time students,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,1,One-person household: Aged 66 years and over,-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,1,One-person household: Aged 66 years and over,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,1,One-person household: Aged 66 years and over,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,1,One-person household: Aged 66 years and over,3,L7: Intermediate occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,1,One-person household: Aged 66 years and over,4,L8 and L9: Small employers and own account workers,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,1,One-person household: Aged 66 years and over,5,L10 and L11: Lower supervisory and technical occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,1,One-person household: Aged 66 years and over,6,L12: Semi-routine occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,1,One-person household: Aged 66 years and over,7,L13: Routine occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,1,One-person household: Aged 66 years and over,8,L14.1 and L14.2: Never worked and long-term unemployed,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,1,One-person household: Aged 66 years and over,9,L15: Full-time students,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,2,One-person household: Other,-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,2,One-person household: Other,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,2,One-person household: Other,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,2,One-person household: Other,3,L7: Intermediate occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,2,One-person household: Other,4,L8 and L9: Small employers and own account workers,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,2,One-person household: Other,5,L10 and L11: Lower supervisory and technical occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,2,One-person household: Other,6,L12: Semi-routine occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,2,One-person household: Other,7,L13: Routine occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,2,One-person household: Other,8,L14.1 and L14.2: Never worked and long-term unemployed,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,2,One-person household: Other,9,L15: Full-time students,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,3,Single family household: All aged 66 years and over,-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,3,Single family household: All aged 66 years and over,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,3,Single family household: All aged 66 years and over,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,3,Single family household: All aged 66 years and over,3,L7: Intermediate occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,3,Single family household: All aged 66 years and over,4,L8 and L9: Small employers and own account workers,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,3,Single family household: All aged 66 years and over,5,L10 and L11: Lower supervisory and technical occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,3,Single family household: All aged 66 years and over,6,L12: Semi-routine occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,3,Single family household: All aged 66 years and over,7,L13: Routine occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,3,Single family household: All aged 66 years and over,8,L14.1 and L14.2: Never worked and long-term unemployed,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,3,Single family household: All aged 66 years and over,9,L15: Full-time students,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,4,Single family household: Married or civil partnership couple: No children,-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,4,Single family household: Married or civil partnership couple: No children,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,4,Single family household: Married or civil partnership couple: No children,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,4,Single family household: Married or civil partnership couple: No children,3,L7: Intermediate occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,4,Single family household: Married or civil partnership couple: No children,4,L8 and L9: Small employers and own account workers,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,4,Single family household: Married or civil partnership couple: No children,5,L10 and L11: Lower supervisory and technical occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,4,Single family household: Married or civil partnership couple: No children,6,L12: Semi-routine occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,4,Single family household: Married or civil partnership couple: No children,7,L13: Routine occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,4,Single family household: Married or civil partnership couple: No children,8,L14.1 and L14.2: Never worked and long-term unemployed,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,4,Single family household: Married or civil partnership couple: No children,9,L15: Full-time students,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,5,Single family household: Married or civil partnership couple: Dependent children,-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,5,Single family household: Married or civil partnership couple: Dependent children,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,5,Single family household: Married or civil partnership couple: Dependent children,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,5,Single family household: Married or civil partnership couple: Dependent children,3,L7: Intermediate occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,5,Single family household: Married or civil partnership couple: Dependent children,4,L8 and L9: Small employers and own account workers,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,5,Single family household: Married or civil partnership couple: Dependent children,5,L10 and L11: Lower supervisory and technical occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,5,Single family household: Married or civil partnership couple: Dependent children,6,L12: Semi-routine occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,5,Single family household: Married or civil partnership couple: Dependent children,7,L13: Routine occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,5,Single family household: Married or civil partnership couple: Dependent children,8,L14.1 and L14.2: Never worked and long-term unemployed,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,5,Single family household: Married or civil partnership couple: Dependent children,9,L15: Full-time students,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,6,Single family household: Married or civil partnership couple: All children non-dependent,-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,6,Single family household: Married or civil partnership couple: All children non-dependent,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,6,Single family household: Married or civil partnership couple: All children non-dependent,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,6,Single family household: Married or civil partnership couple: All children non-dependent,3,L7: Intermediate occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,6,Single family household: Married or civil partnership couple: All children non-dependent,4,L8 and L9: Small employers and own account workers,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,6,Single family household: Married or civil partnership couple: All children non-dependent,5,L10 and L11: Lower supervisory and technical occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,6,Single family household: Married or civil partnership couple: All children non-dependent,6,L12: Semi-routine occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,6,Single family household: Married or civil partnership couple: All children non-dependent,7,L13: Routine occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,6,Single family household: Married or civil partnership couple: All children non-dependent,8,L14.1 and L14.2: Never worked and long-term unemployed,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,6,Single family household: Married or civil partnership couple: All children non-dependent,9,L15: Full-time students,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,7,Single family household: Cohabiting couple family: No children,-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,7,Single family household: Cohabiting couple family: No children,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,7,Single family household: Cohabiting couple family: No children,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,7,Single family household: Cohabiting couple family: No children,3,L7: Intermediate occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,7,Single family household: Cohabiting couple family: No children,4,L8 and L9: Small employers and own account workers,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,7,Single family household: Cohabiting couple family: No children,5,L10 and L11: Lower supervisory and technical occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,7,Single family household: Cohabiting couple family: No children,6,L12: Semi-routine occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,7,Single family household: Cohabiting couple family: No children,7,L13: Routine occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,7,Single family household: Cohabiting couple family: No children,8,L14.1 and L14.2: Never worked and long-term unemployed,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,7,Single family household: Cohabiting couple family: No children,9,L15: Full-time students,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,8,Single family household: Cohabiting couple family: With dependent children,-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,8,Single family household: Cohabiting couple family: With dependent children,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,8,Single family household: Cohabiting couple family: With dependent children,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,8,Single family household: Cohabiting couple family: With dependent children,3,L7: Intermediate occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,8,Single family household: Cohabiting couple family: With dependent children,4,L8 and L9: Small employers and own account workers,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,8,Single family household: Cohabiting couple family: With dependent children,5,L10 and L11: Lower supervisory and technical occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,8,Single family household: Cohabiting couple family: With dependent children,6,L12: Semi-routine occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,8,Single family household: Cohabiting couple family: With dependent children,7,L13: Routine occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,8,Single family household: Cohabiting couple family: With dependent children,8,L14.1 and L14.2: Never worked and long-term unemployed,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,8,Single family household: Cohabiting couple family: With dependent children,9,L15: Full-time students,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,9,Single family household: Cohabiting couple family: All children non-dependent,-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,9,Single family household: Cohabiting couple family: All children non-dependent,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,9,Single family household: Cohabiting couple family: All children non-dependent,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,9,Single family household: Cohabiting couple family: All children non-dependent,3,L7: Intermediate occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,9,Single family household: Cohabiting couple family: All children non-dependent,4,L8 and L9: Small employers and own account workers,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,9,Single family household: Cohabiting couple family: All children non-dependent,5,L10 and L11: Lower supervisory and technical occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,9,Single family household: Cohabiting couple family: All children non-dependent,6,L12: Semi-routine occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,9,Single family household: Cohabiting couple family: All children non-dependent,7,L13: Routine occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,9,Single family household: Cohabiting couple family: All children non-dependent,8,L14.1 and L14.2: Never worked and long-term unemployed,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,9,Single family household: Cohabiting couple family: All children non-dependent,9,L15: Full-time students,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,10,Single family household: Lone parent family: With dependent children,-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,10,Single family household: Lone parent family: With dependent children,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,10,Single family household: Lone parent family: With dependent children,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,10,Single family household: Lone parent family: With dependent children,3,L7: Intermediate occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,10,Single family household: Lone parent family: With dependent children,4,L8 and L9: Small employers and own account workers,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,10,Single family household: Lone parent family: With dependent children,5,L10 and L11: Lower supervisory and technical occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,10,Single family household: Lone parent family: With dependent children,6,L12: Semi-routine occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,10,Single family household: Lone parent family: With dependent children,7,L13: Routine occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,10,Single family household: Lone parent family: With dependent children,8,L14.1 and L14.2: Never worked and long-term unemployed,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,10,Single family household: Lone parent family: With dependent children,9,L15: Full-time students,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,11,Single family household: Lone parent family: All children non-dependent,-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,11,Single family household: Lone parent family: All children non-dependent,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,11,Single family household: Lone parent family: All children non-dependent,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,11,Single family household: Lone parent family: All children non-dependent,3,L7: Intermediate occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,11,Single family household: Lone parent family: All children non-dependent,4,L8 and L9: Small employers and own account workers,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,11,Single family household: Lone parent family: All children non-dependent,5,L10 and L11: Lower supervisory and technical occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,11,Single family household: Lone parent family: All children non-dependent,6,L12: Semi-routine occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,11,Single family household: Lone parent family: All children non-dependent,7,L13: Routine occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,11,Single family household: Lone parent family: All children non-dependent,8,L14.1 and L14.2: Never worked and long-term unemployed,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,11,Single family household: Lone parent family: All children non-dependent,9,L15: Full-time students,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,12,Other household types: Other related household: Other family composition,-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,12,Other household types: Other related household: Other family composition,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,12,Other household types: Other related household: Other family composition,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,12,Other household types: Other related household: Other family composition,3,L7: Intermediate occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,12,Other household types: Other related household: Other family composition,4,L8 and L9: Small employers and own account workers,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,12,Other household types: Other related household: Other family composition,5,L10 and L11: Lower supervisory and technical occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,12,Other household types: Other related household: Other family composition,6,L12: Semi-routine occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,12,Other household types: Other related household: Other family composition,7,L13: Routine occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,12,Other household types: Other related household: Other family composition,8,L14.1 and L14.2: Never worked and long-term unemployed,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,12,Other household types: Other related household: Other family composition,9,L15: Full-time students,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,13,Other household types: With dependent children,-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,13,Other household types: With dependent children,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,13,Other household types: With dependent children,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,13,Other household types: With dependent children,3,L7: Intermediate occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,13,Other household types: With dependent children,4,L8 and L9: Small employers and own account workers,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,13,Other household types: With dependent children,5,L10 and L11: Lower supervisory and technical occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,13,Other household types: With dependent children,6,L12: Semi-routine occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,13,Other household types: With dependent children,7,L13: Routine occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,13,Other household types: With dependent children,8,L14.1 and L14.2: Never worked and long-term unemployed,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,13,Other household types: With dependent children,9,L15: Full-time students,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,14,"Other household types: Other, including all full-time students and all aged 66 years and over",-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,14,"Other household types: Other, including all full-time students and all aged 66 years and over",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,14,"Other household types: Other, including all full-time students and all aged 66 years and over",2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,14,"Other household types: Other, including all full-time students and all aged 66 years and over",3,L7: Intermediate occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,14,"Other household types: Other, including all full-time students and all aged 66 years and over",4,L8 and L9: Small employers and own account workers,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,14,"Other household types: Other, including all full-time students and all aged 66 years and over",5,L10 and L11: Lower supervisory and technical occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,14,"Other household types: Other, including all full-time students and all aged 66 years and over",6,L12: Semi-routine occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,14,"Other household types: Other, including all full-time students and all aged 66 years and over",7,L13: Routine occupations,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,14,"Other household types: Other, including all full-time students and all aged 66 years and over",8,L14.1 and L14.2: Never worked and long-term unemployed,0
K04000001,England and Wales,-8,Does not apply,4,4 or more people in household,14,"Other household types: Other, including all full-time students and all aged 66 years and over",9,L15: Full-time students,0
K04000001,England and Wales,0,Owned: Owns outright,0,0 people in household,-8,Does not apply,-8,Does not apply,0
K04000001,England and Wales,0,Owned: Owns outright,0,0 people in household,-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
K04000001,England and Wales,0,Owned: Owns outright,0,0 people in household,-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
K04000001,England and Wales,0,Owned: Owns outright,0,0 people in household,-8,Does not apply,3,L7: Intermediate occupations,0
K04000001,England and Wales,0,Owned: Owns outright,0,0 people in household,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
K04000001,England and Wales,0,Owned: Owns outright,0,0 people in household,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
K04000001,England and Wales,0,Owned: Owns outright,0,0 people in household,-8,Does not apply,6,L12: Semi-routine occupations,0
K04000001,England and Wales,0,Owned: Owns outright,0,0 people in household,-8,Does not apply,7,L13: Routine occupations,0
K04000001,England and Wales,0,Owned: Owns outright,0,0 people in household,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
K04000001,England and Wales,0,Owned: Owns outright,0,0 people in household,-8,Does not apply,9,L15: Full-time students,0
K04000001,England and Wales,0,Owned: Owns outright,0,0 people in household,1,One-person household: Aged 66 years and over,-8,Does not apply,0
K04000001,England and Wales,0,Owned: Owns outright,0,0 people in household,1,One-person household: Aged 66 years and over,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
K04000001,England and Wales,0,Owned: Owns outright,0,0 people in household,1,One-person household: Aged 66 years and over,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
K04000001,England and Wales,0,Owned: Owns outright,0,0 people in household,1,One-person household: Aged 66 years and over,3,L7: Intermediate occupations,0
K04000001,England and Wales,0,Owned: Owns outright,0,0 people in household,1,One-person household: Aged 66 years and over,4,L8 and L9: Small employers and own account workers,0
K04000001,England and Wales,0,Owned: Owns outright,0,0 people in household,1,One-person household: Aged 66 years and over,5,L10 and L11: Lower supervisory and technical occupations,0
K04000001,England and Wales,0,Owned: Owns outright,0,0 people in household,1,One-person household: Aged 66 years and over,6,L12: Semi-routine occupations,0
K04000001,England and Wales,0,Owned: Owns outright,0,0 people in household,1,One-person household: Aged 66 years and over,7,L13: Routine occupations,0
K04000001,England and Wales,0,Owned: Owns outright,0,0 people in household,1,One-person household: Aged 66 years and over,8,L14.1 and L14.2: Never worked and long-term unemployed,0
K04000001,England and Wales,0,Owned: Owns outright,0,0 people in household,1,One-person household: Aged 66 years and over,9,L15: Full-time students,0
K04000001,England and Wales,0,Owned: Owns outright,0,0 people in household,2,One-person household: Other,-8,Does not apply,0
K04000001,England and Wales,0,Owned: Owns outright,0,0 people in household,2,One-person household: Other,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
K04000001,England and Wales,0,Owned: Owns outright,0,0 people in household,2,One-person household: Other,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
